"Y","X"
0,0.126344892784593
-19.62,0.240363855093939
-39.24,0.381530189381701
-58.86,0.443969144932057
-88.29,0.541699684054354
-127.53,0.647574434770176
-166.77,0.750734448288156
-215.82,0.867468147795344
