"Y","X"
9.81,0.126344892784593
39.24,0.240363855093939
98.1,0.376100714986018
137.34,0.443969144932057
206.01,0.538984946856513
284.49,0.647574434770176
372.78,0.748019711090314
470.88,0.864753410597502

