"Y","X"
-215.82,0.867468147795344
-176.58,0.753449185485998
-137.34,0.647574434770176
-98.1,0.538984946856513
-68.67,0.443969144932057
-49.05,0.376100714986018
-19.62,0.240363855093939
-9.81,0.131774367180276
