"dP, μN","B^2, Tl^2"
0,0.0159630319327502
-19.62,0.05777478283562
-39.24,0.145565285409637
-58.86,0.197108601651702
-88.29,0.293438547704587
-127.53,0.419352648567913
-166.77,0.563602211846522
-215.82,0.752500987439484
-215.82,0.752500987439484
-176.58,0.567685675109513
-137.34,0.419352648567913
-98.1,0.290504772937918
-68.67,0.197108601651702
-49.05,0.141451747812994
-19.62,0.05777478283562
-9.81,0.0173644838457621
