"Y","X"
0,0.0159630319327502
-19.62,0.05777478283562
-39.24,0.145565285409637
-58.86,0.197108601651702
-88.29,0.293438547704587
-127.53,0.419352648567913
-166.77,0.563602211846522
-215.82,0.752500987439484
